City_ID,City,Lat,Lng,Max Temp (K),Humidity,Cloudiness,Wind Speed,Country,Date
352,Puerto Gaitán,4.3133,-72.0816,302.71,45,68,2.44,CO,1706672897
353,Roskoshnoye,48.5074,39.3004,271.8,86,92,2.16,UA,1706672897
354,Papao,-17.75,-149.55,302.96,81,85,3.22,PF,1706672898
355,Prado,-17.3411,-39.2208,297.44,93,95,3.16,BR,1706672898
356,Suicheng,33.8963,117.9331,279.97,89,100,3.41,CN,1706672899
357,Tanjung Pandan,-2.75,107.65,299.42,86,100,1.75,ID,1706672899
358,Kapaa,22.0752,-159.319,297.33,76,75,2.06,US,1706672900
359,Alula,11.9661,50.7569,297.86,70,35,3.78,SO,1706672900
360,Slave Lake,55.2834,-114.769,281.14,42,0,13.89,CA,1706672900
361,Pyt-Yakh,60.7499,72.8582,254.07,95,99,3.65,RU,1706672901
362,Areal,-22.2306,-43.1056,294.42,84,63,0.74,BR,1706672901
363,Artyom,40.4723,50.333,274.23,76,8,2.81,AZ,1706672901
364,Merca,1.7159,44.7717,298.96,79,66,6.48,SO,1706672902
365,Santana,-0.0583,-51.1817,300.25,89,0,2.06,BR,1706672902
366,Rundu,-17.9333,19.7667,292.22,91,99,1.51,NA,1706672903
367,Valparaíso,-33.0393,-71.6273,292.86,76,40,2.06,CL,1706672903
368,Lobujya,27.95,86.8167,260.13,43,0,2.15,NP,1706672904
369,Carnarvon,-24.8667,113.6333,309.36,38,0,4.32,AU,1706672904
370,Tahe,52.3333,124.7333,253.04,77,89,3.95,CN,1706672904
371,Cape Canaveral,28.4058,-80.6048,288.15,71,100,5.66,US,1706672905
372,Lākshām,23.2472,91.1425,296.7,33,100,1.55,BD,1706672905
373,Florence,43.7667,11.25,280.98,45,98,0.67,IT,1706672906
374,Kalmunai,7.4167,81.8167,300.26,81,8,2.52,LK,1706672906
375,Qaqortoq,60.7167,-46.0333,259.95,94,100,5.77,GL,1706672906
376,Hauterive,46.0901,3.4459,279.26,92,52,1.15,FR,1706672907
377,Taylors,34.9204,-82.2962,282.3,74,100,1.34,US,1706672907
378,Salinópolis,-0.6136,-47.3561,299.63,85,100,4.16,BR,1706672907
379,Kayamkulam,9.1833,76.5,303.13,66,64,0.72,IN,1706672908
380,Toliara,-23.35,43.6667,298.81,64,6,6.08,MG,1706672908
381,Ust'-Barguzin,53.45,108.9833,250.12,85,12,1.69,RU,1706672909
382,Kingaroy,-26.5333,151.8333,301.68,52,7,5.64,AU,1706672909
383,Tura,25.5198,90.2201,295.69,33,0,0.81,IN,1706672909
384,Tongliao,43.6125,122.2653,258.37,57,6,5.8,CN,1706672910
385,Puerto Madryn,-42.7692,-65.0385,297.03,57,2,4.46,AR,1706672910
386,Muli,2.9167,73.5667,300.06,80,49,3.32,MV,1706672911
387,Vorgashor,67.5833,63.95,259.89,95,100,4.5,RU,1706672911
388,Çayeli,41.0923,40.7292,277.72,61,8,1.65,TR,1706672912
389,Selfoss,63.9331,-20.9971,269.84,77,100,3.26,IS,1706672912
390,Puerto San José,13.9256,-90.8244,298.01,72,3,1.79,GT,1706672912
391,Tammela,60.8104,23.7682,274.92,98,100,3.52,FI,1706672913
392,Kaliua,-5.0606,31.7936,291.64,96,100,1.4,TZ,1706672913
393,Vermillion,42.7794,-96.9292,273.24,99,35,1.95,US,1706672914
394,St Albans,51.75,-0.3333,280.54,78,100,3.6,GB,1706672914
395,Ad Dawādimī,24.5077,44.3924,282.79,35,10,2.88,SA,1706672914
396,Isla Mujeres,21.2311,-86.731,289.18,72,6,4.02,MX,1706672915
397,Saint-Philippe,-21.3585,55.7679,298.92,84,58,4.54,RE,1706672915
398,Port Lincoln,-34.7333,135.8667,293.55,56,0,5.39,AU,1706672916
399,Edd,13.9297,41.6925,297.72,88,96,3.71,ER,1706672916
400,San Luis de la Loma,17.2706,-100.8939,298.13,78,100,1.11,MX,1706672916
401,Island Harbour,50.724,-1.2758,280.89,82,13,0.45,GB,1706672917
402,Sosnovo-Ozerskoye,52.5249,111.5418,248.18,88,80,2.66,RU,1706672917
403,Zouérat,22.7187,-12.4521,288.81,13,0,3.6,MR,1706672917
404,Lüderitz,-26.6481,15.1594,291.36,85,0,4.34,NA,1706672918
405,Wanlaweyn,2.6185,44.8938,296.65,79,83,4.56,SO,1706672919
406,Magadan,59.5667,150.8,251.29,83,6,1.7,RU,1706672919
407,Bannockburn,56.0898,-3.9109,279.94,81,100,9.32,GB,1706672920
408,East Florence,34.8095,-87.6495,282.1,75,0,1.54,US,1706672920
409,Ust'-Ilimsk,58.0006,102.6619,246.17,87,33,0.87,RU,1706672893
410,Princeville,45.7668,-61.2985,267.85,85,0,2.57,CA,1706672921
411,La Ronge,55.1001,-105.2842,279.29,52,0,4.12,CA,1706672921
412,Nyurba,63.2842,118.3319,249.5,96,100,1.36,RU,1706672922
413,Guerrero Negro,27.9769,-114.0611,291.14,66,0,3.63,MX,1706672760
414,Izluchinsk,60.9794,76.9242,250.16,96,98,4.86,RU,1706672923
415,Cabrero,-37.0333,-72.4,291.83,45,0,4.82,CL,1706672923
416,Pisco,-13.7,-76.2167,297.18,78,40,6.17,PE,1706672924
417,Cambria,35.5641,-121.0808,287.58,95,48,2.17,US,1706672924
418,La Santisima Trinidad,-14.8333,-64.9,296.98,94,68,1.02,BO,1706672924
419,Kaura Namoda,12.5898,6.5779,292.71,19,2,5.6,NG,1706672925
420,Tokār,18.4254,37.729,295.06,68,100,5.04,SD,1706672925
421,Ode,7.7899,5.7117,296.49,28,53,0.6,NG,1706672926
422,Port Isabel,26.0734,-97.2086,288.17,94,0,2.06,US,1706672926
423,Hilton Head,32.2163,-80.7526,283.14,78,0,2.06,US,1706672723
424,Popondetta,-8.7537,148.2534,305.2,64,76,3.17,PG,1706672927
425,Myskhako,44.6714,37.7433,274.03,69,29,3.6,RU,1706672927
426,Campo Verde,-20.4167,-54.0667,296.98,65,35,2.56,BR,1706672928
427,Pukchil-lodongjagu,40.2019,125.7483,274.45,76,98,1.15,KP,1706672928
428,Nobres,-14.7203,-56.3275,296.35,87,79,1.23,BR,1706672929
429,Nguigmi,14.2495,13.1092,290.3,30,0,7.06,NE,1706672929
430,Tongren,27.7172,109.1853,282.1,95,100,1.14,CN,1706672929
431,Distrikt Brokopondo,4.75,-55.1667,298.11,88,66,3.67,SR,1706672930
432,Nampula,-15.1165,39.2666,296.12,94,75,0.0,MZ,1706672930
433,Reggane,26.7158,0.1714,287.91,36,0,6.94,DZ,1706672931
434,Moraleja,40.0162,-6.6977,280.73,85,97,1.36,ES,1706672931
435,Gizo Government Station,-8.103,156.8419,301.95,73,95,5.54,SB,1706672931
436,Riyadh,24.6877,46.7219,290.23,44,59,3.54,SA,1706672819
437,Seaford,50.7714,0.1027,281.18,75,23,0.45,GB,1706672702
438,Al Mahwit,15.4701,43.5448,285.99,92,89,0.56,YE,1706672932
439,Zaranj,30.9667,61.8833,280.13,56,81,9.54,AF,1706672933
440,Ambāgarh Chauki,20.7833,80.7167,296.72,38,99,1.71,IN,1706672933
441,Sauðarkrokur,65.7461,-19.6394,267.85,86,95,4.44,IS,1706672934
442,Iida,35.5197,137.8207,281.37,64,89,1.67,JP,1706672935
443,La Huacana,18.9667,-101.8167,297.36,52,100,0.68,MX,1706672935
444,Portland,45.5234,-122.6762,287.04,73,100,5.81,US,1706672556
445,Buckingham,51.9997,-0.9878,278.94,86,52,0.89,GB,1706672936
446,Bartica,6.4,-58.6167,299.33,99,71,0.64,GY,1706672937
447,Malpe,13.35,74.7167,298.76,59,12,1.03,IN,1706672937
448,Ilebo,-4.3167,20.5833,294.87,99,100,0.61,CD,1706672938
449,Tashla,51.7716,52.7427,271.53,79,96,8.67,RU,1706672938
450,Lautoka,-17.6167,177.4667,302.07,79,75,4.63,FJ,1706672939
451,Lázaro Cárdenas,17.9583,-102.2,298.38,75,100,1.45,MX,1706672907
452,Annau,37.8876,58.516,273.87,69,100,3.09,TM,1706672939
453,Kingisepp,59.3733,28.6134,274.48,93,100,3.09,RU,1706672940
454,Shanhaiguan,39.9988,119.7564,269.07,36,78,8.57,CN,1706672940
455,Ayoun El Atrous,16.6614,-9.6149,290.71,15,59,4.7,MR,1706672941
456,Nālūt,30.3333,10.85,279.18,72,27,3.72,LY,1706672941
457,Port Blair,11.6667,92.75,302.17,74,75,3.6,IN,1706672942
458,Mount Pearl,47.5166,-52.7813,268.07,84,100,7.2,CA,1706672942
459,Bamboo Flat,11.7,92.7167,302.2,74,75,3.6,IN,1706672942
460,Smara,26.7384,-11.6719,289.39,23,34,5.38,EH,1706672943
461,Minas de Marcona,-15.2119,-75.1103,291.86,82,100,4.3,PE,1706672943
462,Buala,-8.145,159.5921,301.97,77,99,4.28,SB,1706672944
463,Midland,31.9974,-102.0779,287.39,46,0,1.54,US,1706672827
464,La Passe,45.5549,-0.8967,279.28,91,91,2.31,FR,1706672945
465,Fushun,41.8558,123.9233,261.99,72,47,4.36,CN,1706672945
466,San Antonio de Palé,-1.4014,5.6325,301.08,77,99,2.55,GQ,1706672945
467,Victorica,-36.2151,-65.4359,296.12,67,94,8.34,AR,1706672946
468,Yangambi,0.8102,24.4336,295.65,78,100,0.77,CD,1706672946
469,Nevel'sk,46.6733,141.8633,268.16,60,100,2.9,RU,1706672947
470,Ceeldheer,3.8488,47.1806,297.6,80,96,5.61,SO,1706672947
471,Kuvandyk,51.4781,57.3552,264.99,94,100,4.27,RU,1706672947
472,Rupert,42.6191,-113.6772,276.12,87,0,1.54,US,1706672948
473,Fale old settlement,-9.3852,-171.2468,302.89,68,26,1.34,TK,1706672948
474,Tazacorte,28.629,-17.9293,291.57,29,0,4.92,ES,1706672949
475,Fairmont,39.4851,-80.1426,278.66,81,100,0.82,US,1706672949
476,Borogontsy,62.6683,131.1683,240.4,93,33,0.42,RU,1706672950
477,Stornoway,58.2093,-6.3865,282.13,83,100,20.06,GB,1706672951
478,Sylva,58.0348,56.7635,271.8,91,98,4.58,RU,1706672951
479,Staroaleyskoye,51.0061,82.0,263.33,83,100,2.62,RU,1706672952
480,Weno,7.4515,151.8468,303.12,66,100,5.14,FM,1706672952
481,Bokovskaya,49.229,41.8306,268.63,96,96,1.9,RU,1706672953
482,Palu,-0.8917,119.8707,304.54,65,88,1.8,ID,1706672953
483,Albardón,-31.4372,-68.5256,302.31,38,47,0.76,AR,1706672954
484,Novo Aripuanã,-5.1206,-60.3797,296.39,100,100,0.89,BR,1706672954
485,Laguna,38.421,-121.4238,290.31,72,0,3.6,US,1706672954
486,Gunsan,35.9786,126.7114,282.09,57,75,2.06,KR,1706672955
487,São João da Barra,-21.6403,-41.0511,297.75,95,100,0.23,BR,1706672955
488,Moyynkum,44.2914,72.9469,271.84,80,100,5.56,KZ,1706672956
489,Tobol'sk,58.2,68.2667,258.18,96,100,4.26,RU,1706672956
490,Thai Nguyen,21.5928,105.8442,290.03,86,100,0.64,VN,1706672957
491,Paradip,20.3167,86.6167,298.3,61,25,3.53,IN,1706672957
492,Desvres,50.6688,1.8348,279.57,90,73,2.64,FR,1706672958
493,Woodlake,37.4211,-77.6793,277.04,80,0,3.09,US,1706672966
494,Kuala Tungkal,-0.8167,103.4667,302.41,66,91,2.46,ID,1706672967
495,Stuttgart,48.7823,9.177,281.87,86,100,1.54,DE,1706672967
496,Jayapura,-2.5333,140.7,304.81,75,98,3.93,ID,1706672968
497,Marsa Alam,25.0757,34.8918,286.52,40,1,4.22,EG,1706672917
498,Rock Springs,41.5875,-109.2029,275.84,89,0,0.0,US,1706672969
499,Bryne,58.7354,5.6477,277.58,96,75,4.12,NO,1706672970
500,Miyako,39.6367,141.9525,282.87,55,98,4.15,JP,1706672970
501,Charcas,23.1333,-101.1167,285.7,54,100,2.45,MX,1706672971
502,Loreto,22.2667,-101.9667,288.35,43,100,0.19,MX,1706672971
503,Guajará-Mirim,-10.7828,-65.3394,298.45,87,100,1.08,BR,1706672972
504,Chubek,37.6137,69.7061,277.19,76,100,2.85,TJ,1706672972
505,Ganye,8.4333,12.0667,293.42,24,15,0.87,NG,1706672973
506,Angaur State,6.906,134.13,300.81,83,85,10.08,PW,1706672973
507,Soufrière,13.8562,-61.0566,298.93,95,20,4.12,LC,1706672974
508,Whangarei,-35.7317,174.3239,298.6,58,55,1.95,NZ,1706672974
509,Abqaiq,25.9371,49.6776,291.72,60,43,1.36,SA,1706672976
510,São Miguel do Araguaia,-13.275,-50.1628,295.74,94,84,1.62,BR,1706672976
511,Chamdo,31.1667,97.2333,266.94,30,86,3.8,CN,1706672977
512,Georgīevka,49.3314,81.5761,262.39,91,100,4.82,KZ,1706672977
513,El Jadida,33.2549,-8.506,289.61,63,100,3.27,MA,1706672978
514,Hard Bargain,26.3167,-77.5667,293.4,51,100,1.08,BS,1706672979
515,Sanctuary Point,-35.1114,150.629,295.92,88,100,4.67,AU,1706672979
516,Amahai,-3.3333,128.9167,303.87,64,51,2.96,ID,1706672980
517,Fomboni,-12.28,43.7425,301.29,71,100,2.6,KM,1706672980
518,Cabo San Lucas,22.8909,-109.9124,297.88,75,75,0.0,MX,1706672428
519,Giżycko,54.0381,21.7644,274.58,84,100,4.14,PL,1706672981
520,Puerto Cabezas,14.0351,-83.3888,295.97,81,29,4.97,NI,1706672982
521,Meads,38.4126,-82.7091,277.95,93,100,1.54,US,1706672982
522,Bulawayo,-20.15,28.5833,289.24,74,3,4.65,ZW,1706672983
523,Beryozovo,63.9381,65.0419,258.83,97,100,2.08,RU,1706672983
524,Nova Olinda do Norte,-3.8881,-59.0942,297.33,97,98,1.22,BR,1706672984
525,Aban,56.67,96.06,248.19,92,11,2.15,RU,1706672985
526,Damboa,11.156,12.7576,290.83,38,0,3.09,NG,1706672985
527,Loukhi,66.0764,33.0381,271.04,81,41,5.97,RU,1706672985
528,Leava,-14.3,-178.1667,302.36,84,92,7.44,WF,1706672986
529,Al Mijlad,11.0333,27.7333,289.04,20,52,5.72,SD,1706672986
530,Alofi,-19.0595,-169.9187,300.65,83,100,6.93,NU,1706672878
531,Tofol,5.3248,163.0078,304.03,70,75,5.14,FM,1706672987
532,Sinabang,2.4803,96.3801,302.5,70,86,1.69,ID,1706672885
533,Bridlington,54.0831,-0.1919,276.56,90,56,2.24,GB,1706672988
534,Bhamo,24.2667,97.2333,295.41,41,86,1.02,MM,1706672988
535,Mörön,49.6342,100.1625,252.72,89,16,0.89,MN,1706672989
536,Goianira,-16.4961,-49.4264,298.05,84,83,1.0,BR,1706672989
537,Zambezi,-13.5432,23.1047,290.47,96,30,1.65,ZM,1706672990
538,Hasaki,35.7333,140.8333,288.31,49,27,5.06,JP,1706672990
539,Kamina,-8.7386,24.9906,290.29,96,89,1.11,CD,1706672991
540,Kimbe,-5.5502,150.1429,303.22,70,51,2.9,PG,1706672991
541,Brookings,44.3114,-96.7984,274.47,96,0,4.12,US,1706672991
542,San Sebastián de La Gomera,28.0916,-17.1133,295.35,18,0,0.51,ES,1706672992
543,Inhambane,-23.865,35.3833,296.14,100,75,1.54,MZ,1706672963
544,Wauchope,-31.45,152.7333,300.91,55,69,3.51,AU,1706672993
545,Pemangkat,1.1667,108.9667,301.57,75,100,2.54,ID,1706672994
546,Alamosa,37.4695,-105.87,274.14,60,0,1.54,US,1706672880
547,Liberal,37.0431,-100.921,279.23,70,0,2.57,US,1706672994
548,Cologne,50.9333,6.95,280.91,85,100,3.6,DE,1706672730
549,Revda,56.801,59.9303,262.57,97,94,2.06,RU,1706672995
550,Gao,16.6362,1.637,289.65,21,13,5.77,ML,1706672996
551,Tampakan,6.4442,124.9264,300.31,98,100,0.61,PH,1706672996
552,Kavalerovo,44.2661,135.0572,273.45,77,100,0.45,RU,1706672997
553,Ta`ū,-14.2336,-169.5144,302.36,71,78,2.96,AS,1706672997
554,Fortuna,40.5982,-124.1573,292.79,37,75,13.89,US,1706672998
555,Kavieng,-2.5744,150.7967,302.27,73,95,3.85,PG,1706672998
556,Shahr-e Bābak,30.1165,55.1186,277.14,63,12,0.4,IR,1706672998
557,Jabat,7.75,168.9751,299.3,88,100,13.81,MH,1706672999
558,Margate,51.3813,1.3862,280.2,91,66,0.89,GB,1706672999
559,Moa,20.6569,-74.9403,295.61,68,98,2.85,CU,1706673000
560,Urangan,-25.3,152.9,302.15,78,100,6.26,AU,1706673000
